Nokta Academy backend running on http://localhost:8081
[2026-04-16T15:38:22.813Z] GET /health
[2026-04-16T15:38:40.398Z] POST /api/auth/login
[2026-04-16T15:38:40.707Z] GET /api/auth/profile
[2026-04-16T15:38:40.746Z] GET /api/dashboard/summary
[2026-04-16T15:38:40.917Z] GET /api/notifications/unread-count
[2026-04-16T15:38:41.002Z] GET /api/students?limit=20
[2026-04-16T15:38:41.279Z] GET /api/classes?limit=20
[2026-04-16T15:38:41.346Z] GET /api/auth/profile
[2026-04-16T15:38:41.383Z] GET /api/dashboard/summary
[2026-04-16T15:38:41.516Z] GET /api/notifications/unread-count
[2026-04-16T15:38:41.573Z] GET /api/students?limit=20
[2026-04-16T15:38:41.646Z] GET /api/classes?limit=20
[2026-04-16T15:38:41.691Z] GET /api/auth/profile
[2026-04-16T15:38:41.712Z] GET /api/dashboard/summary
[2026-04-16T15:38:41.792Z] GET /api/notifications/unread-count
[2026-04-16T15:38:41.816Z] GET /api/students?limit=20
[2026-04-16T15:38:41.858Z] GET /api/classes?limit=20
[2026-04-16T15:38:41.890Z] GET /api/auth/profile
[2026-04-16T15:38:41.912Z] GET /api/dashboard/summary
[2026-04-16T15:38:41.958Z] GET /api/notifications/unread-count
[2026-04-16T15:38:41.981Z] GET /api/students?limit=20
[2026-04-16T15:38:42.027Z] GET /api/classes?limit=20
[2026-04-16T15:38:42.062Z] GET /api/auth/profile
[2026-04-16T15:38:42.081Z] GET /api/dashboard/summary
[2026-04-16T15:38:42.115Z] GET /api/notifications/unread-count
[2026-04-16T15:38:42.129Z] GET /api/students?limit=20
[2026-04-16T15:38:42.156Z] GET /api/classes?limit=20
[2026-04-16T15:38:42.177Z] GET /api/auth/profile
[2026-04-16T15:38:42.191Z] GET /api/dashboard/summary
[2026-04-16T15:38:42.225Z] GET /api/notifications/unread-count
[2026-04-16T15:38:42.240Z] GET /api/students?limit=20
[2026-04-16T15:38:42.264Z] GET /api/classes?limit=20
[2026-04-16T15:38:42.296Z] GET /api/auth/profile
[2026-04-16T15:38:42.331Z] GET /api/dashboard/summary
[2026-04-16T15:38:42.427Z] GET /api/notifications/unread-count
[2026-04-16T15:38:42.475Z] GET /api/students?limit=20
[2026-04-16T15:38:42.515Z] GET /api/classes?limit=20
[2026-04-16T15:38:42.546Z] GET /api/auth/profile
[2026-04-16T15:38:42.577Z] GET /api/dashboard/summary
[2026-04-16T15:38:42.614Z] GET /api/notifications/unread-count
[2026-04-16T15:38:42.632Z] GET /api/students?limit=20
[2026-04-16T15:38:42.659Z] GET /api/classes?limit=20
[2026-04-16T15:38:42.679Z] GET /api/auth/profile
[2026-04-16T15:38:42.692Z] GET /api/dashboard/summary
[2026-04-16T15:38:42.724Z] GET /api/notifications/unread-count
[2026-04-16T15:38:42.739Z] GET /api/students?limit=20
[2026-04-16T15:38:42.761Z] GET /api/classes?limit=20
[2026-04-16T15:38:42.782Z] GET /api/auth/profile
[2026-04-16T15:38:42.795Z] GET /api/dashboard/summary
[2026-04-16T15:38:42.823Z] GET /api/notifications/unread-count
[2026-04-16T15:38:42.836Z] GET /api/students?limit=20
[2026-04-16T15:38:42.860Z] GET /api/classes?limit=20
[2026-04-16T15:38:42.879Z] GET /api/auth/profile
[2026-04-16T15:38:42.892Z] GET /api/dashboard/summary
[2026-04-16T15:38:42.917Z] GET /api/notifications/unread-count
[2026-04-16T15:38:42.929Z] GET /api/students?limit=20
[2026-04-16T15:38:42.947Z] GET /api/classes?limit=20
[2026-04-16T15:38:42.965Z] GET /api/auth/profile
[2026-04-16T15:38:42.977Z] GET /api/dashboard/summary
[2026-04-16T15:38:43.004Z] GET /api/notifications/unread-count
[2026-04-16T15:38:43.018Z] GET /api/students?limit=20
[2026-04-16T15:38:43.042Z] GET /api/classes?limit=20
[2026-04-16T15:38:43.060Z] GET /api/auth/profile
[2026-04-16T15:38:43.073Z] GET /api/dashboard/summary
[2026-04-16T15:38:43.097Z] GET /api/notifications/unread-count
[2026-04-16T15:38:43.112Z] GET /api/students?limit=20
[2026-04-16T15:38:43.156Z] GET /api/classes?limit=20
[2026-04-16T15:38:43.195Z] GET /api/auth/profile
[2026-04-16T15:38:43.215Z] GET /api/dashboard/summary
[2026-04-16T15:38:43.259Z] GET /api/notifications/unread-count
[2026-04-16T15:38:43.282Z] GET /api/students?limit=20
[2026-04-16T15:38:43.311Z] GET /api/classes?limit=20
[2026-04-16T15:38:43.330Z] GET /api/auth/profile
[2026-04-16T15:38:43.344Z] GET /api/dashboard/summary
[2026-04-16T15:38:43.372Z] GET /api/notifications/unread-count
[2026-04-16T15:38:43.383Z] GET /api/students?limit=20
[2026-04-16T15:38:43.403Z] GET /api/classes?limit=20
[2026-04-16T15:38:43.422Z] GET /api/auth/profile
[2026-04-16T15:38:43.433Z] GET /api/dashboard/summary
[2026-04-16T15:38:43.459Z] GET /api/notifications/unread-count
[2026-04-16T15:38:43.472Z] GET /api/students?limit=20
[2026-04-16T15:38:43.491Z] GET /api/classes?limit=20
[2026-04-16T15:38:43.508Z] GET /api/auth/profile
[2026-04-16T15:38:43.521Z] GET /api/dashboard/summary
[2026-04-16T15:38:43.554Z] GET /api/notifications/unread-count
[2026-04-16T15:38:43.576Z] GET /api/students?limit=20
[2026-04-16T15:38:43.613Z] GET /api/classes?limit=20
[2026-04-16T15:38:43.649Z] GET /api/auth/profile
[2026-04-16T15:38:43.670Z] GET /api/dashboard/summary
[2026-04-16T15:38:43.707Z] GET /api/notifications/unread-count
[2026-04-16T15:38:43.726Z] GET /api/students?limit=20
[2026-04-16T15:38:43.762Z] GET /api/classes?limit=20
[2026-04-16T15:38:43.792Z] GET /api/auth/profile
[2026-04-16T15:38:43.810Z] GET /api/dashboard/summary
[2026-04-16T15:38:43.853Z] GET /api/notifications/unread-count
[2026-04-16T15:38:43.876Z] GET /api/students?limit=20
[2026-04-16T15:38:43.931Z] GET /api/classes?limit=20
[2026-04-16T15:38:43.982Z] GET /api/auth/profile
[2026-04-16T15:38:44.103Z] GET /api/dashboard/summary
[2026-04-16T15:38:44.222Z] GET /api/notifications/unread-count
[2026-04-16T15:38:44.345Z] GET /api/students?limit=20
[2026-04-16T15:38:44.378Z] GET /api/classes?limit=20
[2026-04-16T15:38:44.408Z] GET /api/auth/profile
[2026-04-16T15:38:44.431Z] GET /api/dashboard/summary
[2026-04-16T15:38:44.559Z] GET /api/notifications/unread-count
[2026-04-16T15:38:44.609Z] GET /api/students?limit=20
[2026-04-16T15:38:44.646Z] GET /api/classes?limit=20
[2026-04-16T15:38:44.675Z] GET /api/auth/profile
[2026-04-16T15:38:44.693Z] GET /api/dashboard/summary
[2026-04-16T15:38:44.736Z] GET /api/notifications/unread-count
[2026-04-16T15:38:44.758Z] GET /api/students?limit=20
[2026-04-16T15:38:44.788Z] GET /api/classes?limit=20
[2026-04-16T15:38:44.813Z] GET /api/auth/profile
[2026-04-16T15:38:44.834Z] GET /api/dashboard/summary
[2026-04-16T15:38:44.839Z] POST /api/auth/login
[2026-04-16T15:38:45.037Z] GET /api/notifications/unread-count
[2026-04-16T15:38:45.056Z] GET /api/students?limit=20
[2026-04-16T15:38:45.139Z] GET /api/classes?limit=20
[2026-04-16T15:38:45.183Z] GET /api/auth/profile
[2026-04-16T15:38:45.225Z] GET /api/dashboard/summary
[2026-04-16T15:38:45.286Z] GET /api/notifications/unread-count
[2026-04-16T15:38:45.315Z] GET /api/students?limit=20
[2026-04-16T15:38:45.342Z] GET /api/classes?limit=20
[2026-04-16T15:38:45.376Z] GET /api/auth/profile
[2026-04-16T15:38:45.391Z] GET /api/dashboard/summary
[2026-04-16T15:38:45.418Z] GET /api/notifications/unread-count
[2026-04-16T15:38:45.430Z] GET /api/students?limit=20
[2026-04-16T15:38:45.448Z] GET /api/classes?limit=20
[2026-04-16T15:38:45.464Z] GET /api/auth/profile
[2026-04-16T15:38:45.476Z] GET /api/dashboard/summary
[2026-04-16T15:38:45.502Z] GET /api/notifications/unread-count
[2026-04-16T15:38:45.513Z] GET /api/students?limit=20
[2026-04-16T15:38:45.532Z] GET /api/classes?limit=20
[2026-04-16T15:38:45.549Z] GET /api/auth/profile
[2026-04-16T15:38:45.558Z] GET /api/dashboard/summary
[2026-04-16T15:38:45.583Z] GET /api/notifications/unread-count
[2026-04-16T15:38:45.593Z] GET /api/students?limit=20
[2026-04-16T15:38:45.613Z] GET /api/classes?limit=20
[2026-04-16T15:38:45.629Z] GET /api/auth/profile
[2026-04-16T15:38:45.640Z] GET /api/dashboard/summary
[2026-04-16T15:38:45.666Z] GET /api/notifications/unread-count
[2026-04-16T15:38:45.679Z] GET /api/students?limit=20
[2026-04-16T15:38:45.698Z] GET /api/classes?limit=20
[2026-04-16T15:38:45.717Z] GET /api/auth/profile
[2026-04-16T15:38:45.730Z] GET /api/dashboard/summary
[2026-04-16T15:38:45.759Z] GET /api/notifications/unread-count
[2026-04-16T15:38:45.773Z] GET /api/students?limit=20
[2026-04-16T15:38:45.794Z] GET /api/classes?limit=20
[2026-04-16T15:38:45.809Z] GET /api/auth/profile
[2026-04-16T15:38:45.821Z] GET /api/dashboard/summary
[2026-04-16T15:38:45.848Z] GET /api/notifications/unread-count
[2026-04-16T15:38:45.859Z] GET /api/students?limit=20
[2026-04-16T15:38:45.876Z] GET /api/classes?limit=20
[2026-04-16T15:38:45.900Z] GET /api/auth/profile
[2026-04-16T15:38:45.918Z] GET /api/dashboard/summary
[2026-04-16T15:38:45.986Z] GET /api/notifications/unread-count
[2026-04-16T15:38:46.014Z] GET /api/auth/profile
[2026-04-16T15:38:46.018Z] GET /api/students?limit=20
[2026-04-16T15:38:46.055Z] GET /api/classes?limit=20
[2026-04-16T15:38:46.082Z] GET /api/auth/profile
[2026-04-16T15:38:46.096Z] GET /api/dashboard/summary
